run_id,chamber_id,lot_id,wafer_id,is_metrology,after_pm,ar_total_ratio,cf4_chf3_ratio,flow_Ar_mean,flow_Ar_std,flow_CF4_mean,flow_CF4_std,flow_CHF3_mean,flow_CHF3_std,is_chamber_2,oes_Ar_656_mean,oes_Ar_656_std,oes_Ar_686_mean,oes_Ar_686_std,oes_Ar_line_ratio,oes_F_252_mean,oes_F_252_std,oes_F_486_mean,oes_F_486_std,oes_F_Ar_ratio,oes_F_line_ratio,oes_H_704_mean,oes_H_704_std,oes_H_F_ratio,oes_H_alpha_750_mean,oes_H_alpha_750_std,oes_SiF_812_mean,oes_SiF_812_std,oes_SiF_F_ratio,oes_SiF_intensity,power_per_flow,power_pressure_product,power_squared,pressure_flow_product,pressure_mean,pressure_std,rf_I_mean,rf_I_std,rf_V_mean,rf_V_slope,rf_V_std,rf_Z_estimate,rf_phase_mean,rf_phase_slope,rf_phase_std,temp_mean,temp_std,runs_in_pm_cycle,aging_quadratic,wafer_slot,etch_rate
0,Chamber_1,0,0,False,0,0.3296826211150144,5.3737574439522025,29.943840028481056,0.6757850468550008,51.589550020710334,1.0627494749392674,9.494301024712948,0.1675632496729206,0.0,0.32042030989075093,0.050859804108982255,0.5504331774694581,0.3258191848971749,0.5877849189457893,0.029498729658797504,0.015428169997809731,0.25350395115841107,0.0928642371078945,0.09042067219046263,8.717885918358139,0.8488459971228915,0.07484269609784423,30.056578844256016,0.6975146335586361,0.23671058401292155,0.6222462504119968,0.302030463631034,21.081367119776107,0.6109385124164924,3.4637097767643867,5222.422516866444,1.0987820808587894,1535.2439914982879,16.596158206039796,4.70114901158925,5.563565516523093,0.19125194963038214,107.49778863245497,0.006382159992718652,10.4939288078615,19.47080606399637,-0.14771785752221495,0.00011843992712916956,0.019184572207442258,28.696622419547356,10.777131000408561,0.0,0.0,0.0,826.4418668891315
1,Chamber_1,0,1,False,0,0.339003522610246,5.111708485631962,29.64104181549946,0.6135963630466111,48.917256218809534,1.0912824868462516,9.255065945585676,0.20409159753376396,0.0,0.2910454333457851,0.10814655820774195,0.3897276014076045,0.061777340485037566,0.7527650560572755,0.039535448305992274,0.10685287273110325,0.19933788278571637,0.09336010265736007,0.1371899042532398,4.984912284990819,0.6534732936213471,0.07113928372274814,16.36736822072358,0.5187727663162304,0.05786373486355252,0.4703288761529557,0.1487118068230192,12.205238746325792,0.4837477371389752,3.387698308912035,4920.944870478263,0.918391752655797,1488.0152122951806,16.694185583450427,4.729867033204199,5.480016983820567,0.1416182601489672,103.96256163847707,0.040443624439379974,10.016141968422149,19.47601485340646,-0.1475464028787765,4.3556584007587964e-05,0.01984129788986866,29.79403130860761,11.077182003077343,1.0,0.0004,1.0,767.3981939530069
2,Chamber_1,0,2,False,0,0.4410771756630665,2.9090553917372235,28.741513471627993,0.6227922867881632,27.262271061304574,0.5595053142881755,9.214921782666782,0.19711112922325638,0.0,0.3309606218370448,0.23222995350431666,0.2655314395489548,0.044903997382445514,1.2593565097776451,0.03294936947860183,0.015171162718525331,0.24400896639562425,0.1813365619047305,0.09831236804719024,7.456668670624485,0.4672177349607724,0.4276260945692089,14.685067306380335,0.6608580702337417,0.36551236210169463,0.6234893450054146,0.6180871447741942,19.121093492434508,0.6232140846759341,4.560541892798119,4980.382949934615,0.971284838333238,1079.9719259573899,16.51144175872182,4.7001157350325045,5.455247877209648,0.17082437063951558,104.92161131883256,-0.004611016308330088,9.485171607392564,19.42648569217355,-0.15337190120297647,4.495254600076779e-05,0.01895814361054933,27.38119122492866,10.466018193091257,2.0,0.0016,2.0,478.60111784592533
3,Chamber_1,0,3,False,0,0.33793955319433516,5.041328189840582,29.215505540324564,0.539520102361762,47.347268037718216,0.8896723833383033,9.859147980988753,0.1745964717923065,0.0,0.28382079040745994,0.045747068486456044,0.4351543976455486,0.045964696374178673,0.6420886347272596,0.029321220734071268,0.014156476714501898,0.22277879157674277,0.0428372264949058,0.10459173326349105,7.602300556893033,0.7295650508011123,0.17972337606201597,24.356320581781933,0.5886622262388493,0.06142973640869478,0.5378115662537695,0.2279735704917125,18.399421326481807,0.5448854940292285,3.5151320371344372,5019.899739614018,1.0050976141389307,1444.114665178134,16.924016380805636,4.683590132425526,5.46331158336443,0.1699207607634943,109.13295373825336,-0.06292175793775497,9.85196265625634,19.306874632684966,-0.15288385530227802,-8.358879504458234e-06,0.019106237933425873,27.8595067091582,10.348744196287232,3.0,0.0036,3.0,767.7536889530656
4,Chamber_1,0,4,False,0,0.3284484073538461,5.416828010647654,28.50844023817149,0.5475653639106661,49.96774933873799,0.9641257748929338,9.485969350600394,0.1927528461130712,0.0,0.31373376020910865,0.04720029683532328,0.4871464043416873,0.07044253130754832,0.6503217572665985,0.033751720627551225,0.015819141294539457,0.23719129951659254,0.10205514775520931,0.10841108986791481,7.008363829452964,0.9381896955251947,0.8246556644822864,27.313305912801788,0.7012502127267504,0.5444751515271,0.604428553778873,0.6627278570728069,17.833783705451026,0.6051487447884007,3.5400560281675135,5640.478288661988,1.0433555777547021,1653.534748911338,18.176345339084374,5.068015730594855,5.687926532747772,0.17610545050886173,102.71513457209106,0.09735155273896058,9.492712261846018,17.781491927327934,-0.14761835113167493,5.018603690449294e-05,0.019006026030766995,27.249000768948974,10.201754171801525,4.0,0.0064,4.0,832.7749765087596
5,Chamber_1,0,5,False,0,0.3355489531984617,4.599909426489807,29.892223641637965,0.5823966293359302,47.097414548591225,0.9699886813287963,10.525213287589171,0.19600359464773726,0.0,0.30503381273252395,0.0563452354468215,0.47315802664853,0.1285216859892513,0.6696597838076889,0.03364325062916502,0.02069733843885779,0.290549286854157,0.3296937467969296,0.10882364471790797,8.66077432189846,0.798825480478056,0.3075569945861933,24.274469062887345,0.829572679571129,0.9912918435677838,0.6727910341964969,0.9491668270026543,20.24657019227355,0.6877145000919838,3.494973371905649,5140.507733304962,1.0385611315377012,1443.252242043755,16.617421231375864,4.640838931533786,5.427921722247111,0.17017795477332492,112.36578210197904,0.05112029449221545,9.01979233001491,19.824332471377577,-0.14719321712631636,-8.127158186699023e-05,0.02133228636136022,26.890303667359948,10.069041684722102,5.0,0.01,5.0,791.0216130072397
6,Chamber_1,0,6,False,0,0.3359997862436552,5.366665535776447,28.862233316454414,0.6227505581001338,48.80908446828962,1.0924059363677041,9.032931451681602,0.16704302252457642,0.0,0.3764782748535472,0.3523474249416288,0.48279261235043974,0.0792368827130884,0.7627962966634781,0.03274628289925139,0.015542819303742222,0.24196387736899222,0.09319205731488667,0.08793653036926499,7.304870668810058,0.8830947500821901,0.5099796348075952,27.183611930339385,0.7431821165084435,0.7141998336896878,0.7045956676279947,0.8751129519659374,21.972769589881985,0.7177592692804896,3.5440414040809545,5297.850827267558,1.070865517669421,1479.2272847540105,17.134030777878056,4.814514193442276,5.584511183594346,0.17462382896961506,107.56725112984562,0.019108510644296056,9.964330081067894,19.408442221391375,-0.15175083817218168,-8.318044878803726e-05,0.019349804679982444,27.512435953997077,10.328946415254407,6.0,0.0144,6.0,808.7540829820624
7,Chamber_1,0,7,False,0,0.32972243031322085,4.624761655841437,30.31690429317673,0.567888332059945,49.47650818128784,1.0244627669573054,10.410057108299977,0.23191007939893768,0.0,0.33317831235809436,0.2381783544696005,0.5617220393589848,0.5550244979859126,0.5921833106707229,0.03199528070417059,0.025066182819364805,0.27154331990578995,0.18256705895846084,0.09265141357918913,8.15921391707963,0.7973091204237261,0.17071167272225715,25.046616489353124,0.747144772090513,0.6476257705614084,0.5873448434199473,0.13070235374990713,18.120557966877325,0.5795565586480592,3.3645910085225617,4863.527504355472,1.0568185444343028,1399.0918192139127,16.00132332561886,4.438883323350326,5.404129079881801,0.16294653989208152,110.04225603868922,-0.007326319981508353,9.572389969318834,20.211849849840775,-0.15171892824942557,0.00011471907267550123,0.02031735623513237,28.445334860015013,10.597386551734957,7.0,0.0196,7.0,798.9692743666191
8,Chamber_1,0,8,False,0,0.32555747584112954,5.328611335551229,29.212655943026373,0.6724331703204531,51.4719486698478,1.0184291590815977,9.747046722243565,0.19855306011974447,0.0,0.33271888742980305,0.13717366824926186,0.4921002489377214,0.079236398478233,0.6803444368741208,0.031084939930911104,0.013678630863053525,0.2542314061433515,0.18132112474106488,0.0917907566422085,8.29386083114228,0.930780928685173,1.3723694146934966,30.432673754144293,0.7520526013534148,0.6654538587604986,0.5790521866749287,0.15146397053212468,18.978969544366056,0.5767670343577487,3.3352961733819044,5092.755726407471,1.045300371892994,1514.8204014724927,17.118465333924835,4.7248403505942616,5.549951911387027,0.14789717552472634,107.44110738249204,-0.033755534244944166,9.423233683220474,19.39868883229454,-0.14794015859509355,-2.418516750796321e-05,0.019572550461391065,28.836650380411005,10.503686436637082,8.0,0.0256,8.0,867.170827391557
9,Chamber_1,0,9,False,0,0.33101591309700085,4.985004863573474,28.88280677769592,0.6448496510549282,48.411435791542424,0.9832076749995685,9.615550213426129,0.18180758479088793,0.0,0.28650189598074627,0.0443670441339399,0.3707474761560258,0.05402507766628496,0.7540048007225345,0.030216322212350304,0.01468979814515509,0.22928014060900273,0.14408435951704165,0.10777342845702835,7.497592011090618,0.6674763796803199,0.21303041775702247,21.493604620894896,0.6027505019467467,0.2928999024006591,0.4597877506032402,0.12439036552912155,15.264160775421606,0.4591505716568741,3.2776666050189234,4880.240840616496,0.9044303958847467,1479.5293881648374,17.332870649797954,4.796226942969021,5.434021153147765,0.1709459456465304,101.5173273994809,0.0021612546228918918,10.093513381104986,19.37636191060914,-0.15026774886295852,1.637858990018341e-05,0.019482180911141844,27.635970504574974,10.096147652066787,9.0,0.0324,9.0,740.9764824194029
